Service;Project;Namespace;ClassName;ClassId;FilePath;LOC;NOM;NOF;WMC;RFC;CBO;Cyclomatic;LayerViolations;CycleInvolvement;FanIn;FanOut;Instability;R_size;R_complexity;R_coupling;R_architecture;CQS;Decision;PrimaryCause;RecommendedAction
OrderService;OrderService.Application;OrderService.Application.Features.Orders.Queries.GetAllOrders;GetAllOrdersQueryHandler;OrderService.Application:OrderService.Application.Features.Orders.Queries.GetAllOrders.GetAllOrdersQueryHandler;OrderService/Application/Features/Orders/Queries/GetAllOrders/GetAllOrdersQuery.cs;28.00;1.00;2.00;1.00;4.00;4.00;2.00;0.00;0.00;0.00;0.00;0.00;0.55;0.72;0.63;0.50;39.01;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Features.Orders.RPCHandlers;GetOrdersByCheckoutSessionIdRPCHandler;OrderService.Application:OrderService.Application.Features.Orders.RPCHandlers.GetOrdersByCheckoutSessionIdRPCHandler;OrderService/Application/Features/Orders/RPCHandlers/GetOrdersByCheckoutSessionIdRPCHandler.cs;24.00;1.00;2.00;1.00;3.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;0.53;0.72;0.60;0.50;40.40;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Features.SharedViewModels;OrderProductViewModel;OrderService.Application:OrderService.Application.Features.SharedViewModels.OrderProductViewModel;OrderService/Application/Features/SharedViewModels/OrderProductViewModel.cs;7.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.39;0.45;0.50;54.64;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application.Features.SharedViewModels;OrderViewModel;OrderService.Application:OrderService.Application.Features.SharedViewModels.OrderViewModel;OrderService/Application/Features/SharedViewModels/OrderViewModel.cs;23.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.64;0.39;0.45;0.50;51.80;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
OrderService;OrderService.Application;OrderService.Application.Mappings;GeneralProfile;OrderService.Application:OrderService.Application.Mappings.GeneralProfile;OrderService/Application/Mappings/GeneralProfile.cs;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.32;0.39;0.45;0.50;58.11;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
OrderService;OrderService.Application;OrderService.Application;ServiceExtensions;OrderService.Application:OrderService.Application.ServiceExtensions;OrderService/Application/ServiceExtensions.cs;8.00;1.00;0.00;1.00;3.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;0.36;0.67;0.55;0.50;46.72;OK;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Application;OrderService.Application.Wrappers;PagedResponse;OrderService.Application:OrderService.Application.Wrappers.PagedResponse;OrderService/Application/Wrappers/PagedResponse.cs;17.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.39;0.45;0.50;54.60;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
OrderService;OrderService.Application;OrderService.Application.Wrappers;Response;OrderService.Application:OrderService.Application.Wrappers.Response;OrderService/Application/Wrappers/Response.cs;42.00;1.00;4.00;1.00;4.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.70;0.67;0.50;0.50;41.85;WATCH;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Contexts;OrderDbContext;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Contexts.OrderDbContext;OrderService/Infrastructure.Persistence/Contexts/OrderDbContext.cs;39.00;2.00;1.00;2.00;8.00;6.00;7.00;0.00;0.00;2.00;0.00;0.00;0.59;0.88;0.66;0.50;33.18;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Initial;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Initial;OrderService/Infrastructure.Persistence/Migrations/20220812063459_Initial.cs;67.00;2.00;0.00;2.00;8.00;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.60;0.78;0.65;0.50;35.95;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Initial;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Initial;OrderService/Infrastructure.Persistence/Migrations/20220812063459_Initial.Designer.cs;121.00;1.00;0.00;1.00;15.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.67;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Update1;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Update1;OrderService/Infrastructure.Persistence/Migrations/20220816091450_Update1.cs;40.00;2.00;0.00;2.00;3.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;0.55;0.78;0.50;0.50;42.10;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Update1;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Update1;OrderService/Infrastructure.Persistence/Migrations/20220816091450_Update1.Designer.cs;128.00;1.00;0.00;1.00;15.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.67;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Update2;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Update2;OrderService/Infrastructure.Persistence/Migrations/20220816092338_Update2.cs;30.00;2.00;0.00;2.00;2.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;0.51;0.78;0.50;0.50;42.83;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Update2;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Update2;OrderService/Infrastructure.Persistence/Migrations/20220816092338_Update2.Designer.cs;136.00;1.00;0.00;1.00;15.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.66;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Update3;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Update3;OrderService/Infrastructure.Persistence/Migrations/20220818122627_Update3.cs;30.00;2.00;0.00;2.00;2.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;0.51;0.78;0.50;0.50;42.83;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Update3;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Update3;OrderService/Infrastructure.Persistence/Migrations/20220818122627_Update3.Designer.cs;143.00;1.00;0.00;1.00;15.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.66;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Update4;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Update4;OrderService/Infrastructure.Persistence/Migrations/20220823123613_Update4.cs;37.00;2.00;0.00;2.00;3.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;0.54;0.78;0.50;0.50;42.30;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;Update4;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.Update4;OrderService/Infrastructure.Persistence/Migrations/20220823123613_Update4.Designer.cs;146.00;1.00;0.00;1.00;15.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.66;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Migrations;OrderDbContextModelSnapshot;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Migrations.OrderDbContextModelSnapshot;OrderService/Infrastructure.Persistence/Migrations/OrderDbContextModelSnapshot.cs;145.00;1.00;0.00;1.00;15.00;10.00;1.00;0.00;0.00;0.00;0.00;0.00;0.57;0.67;0.67;0.50;38.66;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Repositories;GenericRepositoryAsync;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Repositories.GenericRepositoryAsync;OrderService/Infrastructure.Persistence/Repositories/GenericRepositoryAsync.cs;78.00;11.00;1.00;11.00;12.00;5.00;11.00;0.00;0.00;0.00;1.00;1.00;0.77;1.00;0.98;0.50;15.39;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence.Repositories;OrderRepositoryAsync;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.Repositories.OrderRepositoryAsync;OrderService/Infrastructure.Persistence/Repositories/OrderRepositoryAsync.cs;114.00;11.00;2.00;11.00;14.00;5.00;11.00;0.00;0.00;0.00;1.00;1.00;0.83;1.00;0.98;0.50;14.13;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
OrderService;OrderService.Infrastructure.Persistence;OrderService.Infrastructure.Persistence;ServiceRegistration;OrderService.Infrastructure.Persistence:OrderService.Infrastructure.Persistence.ServiceRegistration;OrderService/Infrastructure.Persistence/ServiceRegistration.cs;22.00;1.00;0.00;1.00;8.00;7.00;2.00;0.00;0.00;0.00;0.00;0.00;0.43;0.72;0.66;0.50;40.34;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
Shared;Common;Common.ApplicationEvents;CancelOrderEvent;Common:Common.ApplicationEvents.CancelOrderEvent;Common/ApplicationEvents/CancelOrderEvent.cs;4.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.39;0.45;0.50;57.94;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationEvents;CreateOrderEvent;Common:Common.ApplicationEvents.CreateOrderEvent;Common/ApplicationEvents/CreateOrderEvent.cs;21.00;0.00;18.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.63;0.39;0.50;0.50;50.09;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
Shared;Common;Common.ApplicationEvents;DiscountCouponCreatedEvent;Common:Common.ApplicationEvents.DiscountCouponCreatedEvent;Common/ApplicationEvents/DiscountCouponCreatedEvent.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationEvents;OrderPaymentCompletedEvent;Common:Common.ApplicationEvents.OrderPaymentCompletedEvent;Common/ApplicationEvents/OrderPaymentCompletedEvent.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationEvents;TestEvent;Common:Common.ApplicationEvents.TestEvent;Common/ApplicationEvents/TestEvent.cs;4.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.39;0.45;0.50;57.94;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationNotifications;DiscountCouponCreatedNotification;Common:Common.ApplicationNotifications.DiscountCouponCreatedNotification;Common/ApplicationNotifications/DiscountCouponCreatedNotification.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationRPCs;CanUseCouponRPC;Common:Common.ApplicationRPCs.CanUseCouponRPC;Common/ApplicationRPCs/CanUseCouponRPC.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationRPCs;CreateCouponRPC;Common:Common.ApplicationRPCs.CreateCouponRPC;Common/ApplicationRPCs/CreateCouponRPC.cs;7.00;0.00;4.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.39;0.50;0.50;52.74;OK;coupling;"Reduce dependencies via DI + interfaces, facades, avoid reaching into many modules; extract smaller components."
Shared;Common;Common.ApplicationRPCs;DeleteCouponRPC;Common:Common.ApplicationRPCs.DeleteCouponRPC;Common/ApplicationRPCs/DeleteCouponRPC.cs;4.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.39;0.45;0.50;57.94;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationRPCs;GetAllCouponsRPC;Common:Common.ApplicationRPCs.GetAllCouponsRPC;Common/ApplicationRPCs/GetAllCouponsRPC.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationRPCs;GetOrdersByCheckoutSessionIdRPC;Common:Common.ApplicationRPCs.GetOrdersByCheckoutSessionIdRPC;Common/ApplicationRPCs/GetOrdersByCheckoutSessionIdRPC.cs;4.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.39;0.45;0.50;57.94;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationRPCs;GetUsableCouponsByCustomerIdentityIdRPC;Common:Common.ApplicationRPCs.GetUsableCouponsByCustomerIdentityIdRPC;Common/ApplicationRPCs/GetUsableCouponsByCustomerIdentityIdRPC.cs;4.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.39;0.45;0.50;57.94;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationRPCs;GetUsedCouponsByCustomerIdentityIdRPC;Common:Common.ApplicationRPCs.GetUsedCouponsByCustomerIdentityIdRPC;Common/ApplicationRPCs/GetUsedCouponsByCustomerIdentityIdRPC.cs;6.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.45;0.39;0.45;0.50;55.60;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationRPCs;TestRPC;Common:Common.ApplicationRPCs.TestRPC;Common/ApplicationRPCs/TestRPC.cs;4.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.39;0.45;0.50;57.94;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.ApplicationRPCs;UpdateCouponRPC;Common:Common.ApplicationRPCs.UpdateCouponRPC;Common/ApplicationRPCs/UpdateCouponRPC.cs;7.00;0.00;4.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.39;0.50;0.50;52.74;OK;coupling;"Reduce dependencies via DI + interfaces, facades, avoid reaching into many modules; extract smaller components."
Shared;Common;Common.ApplicationRPCs;UseCouponRPC;Common:Common.ApplicationRPCs.UseCouponRPC;Common/ApplicationRPCs/UseCouponRPC.cs;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.39;0.39;0.45;0.50;56.77;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.Entities;AuditableBaseEntity;Common:Common.Entities.AuditableBaseEntity;Common/Entities/AuditableBaseEntity.cs;6.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.45;0.39;0.45;0.50;55.60;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.Entities;OrderProduct;Common:Common.Entities.OrderProduct;Common/Entities/OrderProduct.cs;7.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.39;0.45;0.50;54.64;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.EventBus.Events;Event;Common:Common.EventBus.Events.Event;Common/EventBus/Events/Event.cs;9.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.35;0.39;0.45;0.50;57.51;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.EventBus;RabbitMQEventBus;Common:Common.EventBus.RabbitMQEventBus;Common/EventBus/RabbitMQEventBus.cs;282.00;8.00;8.00;8.00;39.00;9.00;24.00;0.00;0.00;1.00;1.00;0.50;0.99;1.00;1.00;0.50;10.30;REFACTOR;coupling;"Reduce dependencies via DI + interfaces, facades, avoid reaching into many modules; extract smaller components."
Shared;Common;Common.EventBus.RPCs;RPC;Common:Common.EventBus.RPCs.RPC;Common/EventBus/RPCs/RPC.cs;9.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.35;0.39;0.45;0.50;57.51;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.Parameters;RequestParameter;Common:Common.Parameters.RequestParameter;Common/Parameters/RequestParameter.cs;15.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.44;0.39;0.45;0.50;55.87;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.SharedViewModels;CouponViewModel;Common:Common.SharedViewModels.CouponViewModel;Common/SharedViewModels/CouponViewModel.cs;8.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.39;0.45;0.50;53.96;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
Shared;Common;Common.SharedViewModels;OrderProductViewModel;Common:Common.SharedViewModels.OrderProductViewModel;Common/SharedViewModels/OrderProductViewModel.cs;7.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.39;0.45;0.50;54.64;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
Shared;Common;Common.SharedViewModels;OrderViewModel;Common:Common.SharedViewModels.OrderViewModel;Common/SharedViewModels/OrderViewModel.cs;23.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.64;0.39;0.45;0.50;51.80;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
Shared;Common;Common.Wrappers;PagedResponse;Common:Common.Wrappers.PagedResponse;Common/Wrappers/PagedResponse.cs;17.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.39;0.45;0.50;54.60;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
Shared;Common;Common.Wrappers;Response;Common:Common.Wrappers.Response;Common/Wrappers/Response.cs;42.00;1.00;4.00;1.00;4.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.70;0.67;0.50;0.50;41.85;WATCH;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
Shared;GlobalInfrastructure;GlobalInfrastructure;DependencyExtension;GlobalInfrastructure:GlobalInfrastructure.DependencyExtension;Infrastructure/DependencyExtension.cs;37.00;1.00;0.00;1.00;4.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.49;0.67;0.60;0.50;42.67;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
ReviewService;ReviewService.Domain;ReviewService.Domain.Entities;Review;ReviewService.Domain:ReviewService.Domain.Entities.Review;ReviewService/Core/ReviewService.Domain/Entities/Review.cs;21.00;0.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.63;0.39;0.45;0.50;52.10;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
ReviewService;ReviewService.Application;ReviewService.Application.DTO_s;ReviewDTO;ReviewService.Application:ReviewService.Application.DTO_s.ReviewDTO;ReviewService/Core/ReviewService.Application/DTO's/ReviewDTO.cs;15.00;0.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.58;0.39;0.45;0.50;52.96;OK;size;Split large classes, extract cohesive responsibilities, reduce method/field count.
ReviewService;ReviewService.Infrastructure.Persistence;ReviewService.Infrastructure.Persistence.Models;ReviewDatabaseSettings;ReviewService.Infrastructure.Persistence:ReviewService.Infrastructure.Persistence.Models.ReviewDatabaseSettings;ReviewService/Infrastructure/ReviewService.Infrastructure.Persistence/Models/ReviewDatabaseSettings.cs;8.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.46;0.39;0.45;0.50;55.43;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
ReviewService;ReviewService.Infrastructure.Persistence;ReviewService.Infrastructure.Persistence;ReviewServices;ReviewService.Infrastructure.Persistence:ReviewService.Infrastructure.Persistence.ReviewServices;ReviewService/Infrastructure/ReviewService.Infrastructure.Persistence/ReviewServices.cs;35.00;6.00;1.00;6.00;7.00;4.00;7.00;0.00;0.00;1.00;0.00;0.00;0.68;0.98;0.63;0.50;29.86;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
ReviewService;ReviewService.Infrastructure.Persistence;ReviewService.Infrastructure.Persistence;ServiceRegistration;ReviewService.Infrastructure.Persistence:ReviewService.Infrastructure.Persistence.ServiceRegistration;ReviewService/Infrastructure/ReviewService.Infrastructure.Persistence/ServiceRegistration.cs;9.00;1.00;0.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.37;0.67;0.50;0.50;48.53;OK;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
ReviewService;ReviewService;ReviewService.Controllers;ReviewController;ReviewService:ReviewService.Controllers.ReviewController;ReviewService/ReviewService/Controllers/ReviewController.cs;82.00;6.00;1.00;6.00;8.00;2.00;9.00;0.00;0.00;0.00;1.00;1.00;0.76;0.99;0.89;0.50;19.06;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
DiscountService;DiscountService;DiscountService.Controllers;BaseApiController;DiscountService:DiscountService.Controllers.BaseApiController;DiscountService/DiscountService/Controllers/BaseApiController.cs;7.00;0.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.39;0.50;0.50;54.70;OK;coupling;"Reduce dependencies via DI + interfaces, facades, avoid reaching into many modules; extract smaller components."
DiscountService;DiscountService;DiscountService.Controllers.v1;DiscountController;DiscountService:DiscountService.Controllers.v1.DiscountController;DiscountService/DiscountService/Controllers/DiscountController.cs;24.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.38;0.39;0.45;0.50;57.00;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
DiscountService;DiscountService;DiscountService.Extensions;RPCSubscriptionsExtension;DiscountService:DiscountService.Extensions.RPCSubscriptionsExtension;DiscountService/DiscountService/Extensions/RPCRegistrationsExtension.cs;17.00;1.00;0.00;1.00;2.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;0.40;0.67;0.55;0.50;45.90;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
DiscountService;DiscountService;DiscountService.Middlewares;ErrorHandlerMiddleware;DiscountService:DiscountService.Middlewares.ErrorHandlerMiddleware;DiscountService/DiscountService/Middlewares/ErrorHandlerMiddleware.cs;51.00;1.00;1.00;1.00;4.00;4.00;2.00;0.00;0.00;0.00;0.00;0.00;0.57;0.72;0.63;0.50;38.62;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
DiscountService;DiscountService.Application;DiscountService.Application.Exceptions;ApiException;DiscountService.Application:DiscountService.Application.Exceptions.ApiException;DiscountService/DiscountService.Application/Exceptions/ApiException.cs;12.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.37;0.39;0.45;0.50;57.24;OK;architecture;Fix layer violations (move code to correct layer), break cycles via interfaces/events, enforce boundaries.
DiscountService;DiscountService.Application;DiscountService.Application.Features.Coupons.RPCHandlers;CanUseCouponRPCHandler;DiscountService.Application:DiscountService.Application.Features.Coupons.RPCHandlers.CanUseCouponRPCHandler;DiscountService/DiscountService.Application/Features/Coupons/RPCHandlers/CanUseCouponRPCHandler.cs;53.00;1.00;2.00;1.00;2.00;2.00;5.00;0.00;0.00;0.00;0.00;0.00;0.63;0.81;0.55;0.50;37.74;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
DiscountService;DiscountService.Application;DiscountService.Application.Features.Coupons.RPCHandlers;CreateCouponRPCHandler;DiscountService.Application:DiscountService.Application.Features.Coupons.RPCHandlers.CreateCouponRPCHandler;DiscountService/DiscountService.Application/Features/Coupons/RPCHandlers/CreateCouponRPCHandler.cs;35.00;1.00;3.00;1.00;4.00;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.63;0.72;0.65;0.50;36.74;REFACTOR;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
DiscountService;DiscountService.Application;DiscountService.Application.Features.Coupons.RPCHandlers;DeleteCouponRPCHandler;DiscountService.Application:DiscountService.Application.Features.Coupons.RPCHandlers.DeleteCouponRPCHandler;DiscountService/DiscountService.Application/Features/Coupons/RPCHandlers/DeleteCouponRPCHandler.cs;27.00;1.00;2.00;1.00;2.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;0.55;0.72;0.60;0.50;40.14;WATCH;complexity;Decompose complex methods, reduce branching, introduce strategy/polymorphism where suitable.
